Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=3)",X,0.32,33,0,17,9.012166182200115
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.32,17,0,33,63.62332542737326
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=1)",X,0.52,38,0,12,8.912389914194742
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.52,12,0,38,97.99219687779745
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=2)",X,0.14,28,1,21,9.112067937850952
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.14,21,1,28,91.82747960090637
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=3)",X,-0.04,23,2,25,10.147118012110393
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=3)",O,0.04,25,2,23,82.22935438156128
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=1,D=3)",X,0.56,36,6,8,8.349396944046022
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=1,D=3)",O,-0.56,8,6,36,8.392625649770103
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=1)",X,0.6,39,2,9,8.409138202667236
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=1)",O,-0.6,9,2,39,14.904847542444866
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=2)",X,0.6,38,4,8,8.661582708358765
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=2)",O,-0.6,8,4,38,14.401193062464394
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=3)",X,0.3,29,7,14,8.268650134404501
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=3)",O,-0.3,14,7,29,13.38049014409383
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=1)",X,0.54,37,3,10,8.309491237004599
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=1)",O,-0.54,10,3,37,20.786622365315758
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=2)",X,0.34,32,3,15,9.103138844172161
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=2)",O,-0.34,15,3,32,21.053787072499595
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=3)",X,0.2,27,6,17,10.098158756891886
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.2,17,6,27,21.795624097188316
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=1)",X,0.84,45,2,3,9.482354005177815
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.84,3,2,45,30.43792486190796
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=2)",X,0.14,26,5,19,9.528417110443115
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.14,19,5,26,26.585096915562943
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=3)",X,0.36,31,6,13,8.754387140274046
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.36,13,6,31,24.442900816599533
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=1)",X,0.6,40,0,10,9.026520013809204
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.6,10,0,40,47.15406179428101
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=2)",X,0.54,36,5,9,9.48159154256185
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.54,9,5,36,40.04237492879233
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=3)",X,0.16,27,4,19,8.335419893264769
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.16,19,4,27,36.63817445437113
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=1)",X,0.62,39,3,8,8.46552546819051
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.62,8,3,39,60.75905521710714
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=2)",X,0.44,34,4,12,8.41326093673706
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.44,12,4,34,51.85247461001079
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=3)",X,0.02,24,3,23,8.151328325271606
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.02,23,3,24,47.802487214406334
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=1)",X,0.62,39,3,8,8.291121482849121
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.62,8,3,39,42.87990530331929
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=2)",X,0.44,33,6,11,8.221214850743612
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.44,11,6,33,38.73729030291239
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=3)",X,0.14,26,5,19,8.416694323221842
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.14,19,5,26,35.27756929397583
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,0.64,38,6,6,8.155769666035969
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.64,6,6,38,69.63377753893535
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,0.52,35,6,9,7.981413046518962
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.52,9,6,35,64.16561603546143
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,-0.18,16,9,25,7.964841127395629
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,0.18,25,9,16,56.067689259847
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,0.46,35,3,12,8.194918155670166
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.46,12,3,35,93.09876680374146
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,0.12,24,8,18,8.782067696253458
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.12,18,8,24,90.95006227493286
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,0.18,28,3,19,8.831201950709026
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.18,19,3,28,84.68738913536073
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=1)",X,0.58,39,1,10,15.582112073898315
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=1)",O,-0.58,10,1,39,16.22106671333313
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=2)",X,0.24,30,2,18,15.765032529830934
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=2)",O,-0.24,18,2,30,16.008392175038654
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=3)",X,-0.12,18,8,24,15.735645055770874
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=3)",O,0.12,24,8,18,13.666131893793741
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=1)",X,0.38,32,5,13,15.89799658457438
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.38,13,5,32,22.37096230189006
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=2)",X,0.2,28,4,18,15.313251415888468
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.2,18,4,28,20.2735177675883
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=3)",X,-0.24,15,8,27,16.070578654607136
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=3)",O,0.24,27,8,15,18.495481411616005
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=1)",X,0.52,37,2,11,16.328743378321327
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.52,11,2,37,27.81274914741516
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=2)",X,0.1,25,5,20,16.37174359957377
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.1,20,5,25,26.935336192448936
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=3)",X,-0.24,18,2,30,15.745216766993208
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=3)",O,0.24,30,2,18,23.396389881769814
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=1)",X,0.32,33,0,17,15.942287127176922
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.32,17,0,33,46.68291846911112
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=2)",X,0.18,27,5,18,15.579234917958578
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.18,18,5,27,42.93057441711425
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.3,15,5,30,16.203457752863567
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=3)",O,0.3,30,5,15,37.66490697860718
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=1)",X,0.2,30,0,20,16.47979235649109
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.2,20,0,30,65.47620058059692
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=2)",X,-0.04,21,6,23,16.486425081888836
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=2)",O,0.04,23,6,21,60.37018974622091
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.32,16,2,32,16.719574371973675
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=3)",O,0.32,32,2,16,53.84876132011412
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=1)",X,0.18,29,1,20,17.150846640268963
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.18,20,1,29,45.50257603327434
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=2)",X,0.08,25,4,21,17.080340464909874
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.08,21,4,25,41.65032704671224
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.04,23,2,25,16.49684047698975
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=3)",O,0.04,25,2,23,40.21061976750692
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.22,29,3,18,15.772381067276003
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.22,18,3,29,73.01873087882997
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.42,35,1,14,16.009854793548584
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.42,14,1,35,69.28279201189677
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.18,19,3,28,15.81720471382141
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,0.18,28,3,19,61.034999688466385
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.4,34,2,14,17.277546167373657
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.4,14,2,34,104.64647849400839
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.3,32,1,17,15.675222317377727
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.3,17,1,32,95.45046925544737
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.2,20,0,30,17.77335158983866
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,0.2,30,0,20,88.55060458183289
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=2)",X,0.62,40,1,9,15.747036377588907
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=2)",O,-0.62,9,1,40,16.02492332458496
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=3)",X,0.18,28,3,19,15.776242574055994
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=3)",O,-0.18,19,3,28,14.786220391591389
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=1)",X,0.66,41,1,8,15.308986663818358
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=1)",O,-0.66,8,1,41,22.74494171142578
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=2)",X,0.7,41,3,6,15.455574512481691
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=2)",O,-0.7,6,3,41,22.85821278889974
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=3)",X,0.5,36,3,11,15.924068848292034
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=3)",O,-0.5,11,3,36,20.715325673421226
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=1)",X,0.72,43,0,7,16.629460016886394
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=1)",O,-0.72,7,0,43,30.287232398986816
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=2)",X,0.42,33,5,12,14.600049972534176
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.42,12,5,33,26.692453225453693
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=3)",X,0.06,24,5,21,15.569008270899454
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.06,21,5,24,25.794912974039715
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=1)",X,0.6,39,2,9,15.841121196746826
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=1)",O,-0.6,9,2,39,49.08428192138672
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=2)",X,0.16,26,6,18,16.358805418014526
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.16,18,6,26,45.83115140597026
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=3)",X,-0.1,21,3,26,15.50355045000712
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=3)",O,0.1,26,3,21,40.040740966796875
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=1)",X,0.64,41,0,9,14.133731524149574
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=1)",O,-0.64,9,0,41,60.22220055262248
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=2)",X,0.26,30,3,17,15.357771794001263
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.26,17,3,30,57.81034390131633
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=3)",X,0.24,27,8,15,15.25297745068868
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=3)",O,-0.24,15,8,27,55.69347182909648
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=1)",X,0.66,41,1,8,16.22825129826864
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.66,8,1,41,46.617213884989425
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=2)",X,0.42,35,1,14,15.774597167968748
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.42,14,1,35,44.72816983858745
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=3)",X,0.22,29,3,18,15.076353152592976
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.22,18,3,29,42.617461284001664
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=1)",X,0.48,37,0,13,16.981772581736244
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.48,13,0,37,77.5477687517802
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,0.2,29,2,19,16.325337251027427
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.2,19,2,29,71.81818882624307
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,0.18,29,1,20,15.748360236485803
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.18,20,1,29,68.10446778933206
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,0.62,40,1,9,15.909084240595499
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.62,9,1,40,112.74733225504559
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,0.48,36,2,12,17.250091950098675
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.48,12,2,36,102.78573592503867
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.2,30,0,20,15.72662909825643
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.2,20,0,30,91.7362109820048
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=2,D=3)",X,0.56,37,4,9,15.686681667963665
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=2,D=3)",O,-0.56,9,4,37,15.586884021759031
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=1)",X,0.76,42,4,4,16.392827510833744
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=1)",O,-0.76,4,4,42,24.5572555065155
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=2)",X,0.66,40,3,7,13.84847100575765
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=2)",O,-0.66,7,3,40,21.025761365890506
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=3)",X,0.24,28,6,16,15.735620657602947
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.24,16,6,28,20.393093427022293
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=1)",X,0.8,44,2,4,15.821373224258428
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.8,4,2,44,31.566394964853924
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=2)",X,0.6,37,6,7,14.842275142669678
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.6,7,6,37,27.550044059753418
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=3)",X,0.24,27,8,15,14.430925289789835
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.24,15,8,27,25.039078791936234
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=1)",X,0.78,44,1,5,14.780592759450276
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.78,5,1,44,48.573464155197144
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=2)",X,0.68,39,6,5,14.654232660929363
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.68,5,6,39,43.880770206451416
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=3)",X,0.04,24,4,22,15.001211881637573
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.04,22,4,24,40.06398995717366
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=1)",X,0.82,45,1,4,16.168322722117104
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.82,4,1,45,65.82544843355814
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=2)",X,0.4,32,6,12,14.122662544250488
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.4,12,6,32,58.23455095291138
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=3)",X,0.14,27,3,20,14.713362534840902
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.14,20,3,27,55.53209861119588
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=1)",X,0.58,37,5,8,14.807888428370157
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.58,8,5,37,48.12872767448425
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=2)",X,0.42,33,5,12,15.431694110234579
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.42,12,5,33,45.250664552052825
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=3)",X,0.38,31,7,12,14.44346284866333
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.38,12,7,31,40.58414697647095
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=1)",X,0.74,41,5,4,14.361486593882242
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.74,4,5,41,76.71431104342143
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=2)",X,0.48,35,4,11,14.695620854695637
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.48,11,4,35,70.80946842829387
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.3,30,5,15,15.97999596595764
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.3,15,5,30,67.28278756141663
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.62,38,5,7,14.528187990188597
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.62,7,5,38,106.06498916943869
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.4,31,8,11,14.785798867543537
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.4,11,8,31,97.36095945040387
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.36,33,2,15,14.881522417068485
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.36,15,2,33,88.91367753346762
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=1)",X,0.48,35,4,11,22.56687617301941
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.48,11,4,35,23.055495023727417
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=2)",X,0.06,24,5,21,22.303082148234047
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.06,21,5,24,20.66293835639954
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=3)",X,-0.08,20,6,24,23.09565997123718
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=3)",O,0.08,24,6,20,20.131900310516357
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=1)",X,0.52,38,0,12,22.6811105410258
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.52,12,0,38,28.918670813242592
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=2)",X,0.08,24,6,20,23.80915943781535
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.08,20,6,24,28.941735426584877
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=3)",X,-0.2,19,2,29,23.95312404632569
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=3)",O,0.2,29,2,19,26.122584342956547
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=1)",X,0.84,46,0,4,20.83173131942749
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.84,4,0,46,45.507450501124055
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=2)",X,0.04,24,4,22,20.54421559969584
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.04,22,4,24,39.53734596570333
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.2,19,2,29,21.1372553507487
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=3)",O,0.2,29,2,19,38.524959087371826
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=1)",X,0.46,36,1,13,22.456873575846355
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.46,13,1,36,65.87648550669351
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=2)",X,0.22,29,3,18,22.83388710021973
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.22,18,3,29,60.66359202067058
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.34,16,1,33,21.956150770187378
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=3)",O,0.34,33,1,16,52.466907898585
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=1)",X,0.42,35,1,14,23.810706853866577
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.42,14,1,35,51.4941930770874
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=2)",X,0.26,31,1,18,21.712727864583332
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.26,18,1,31,42.047024965286255
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.02,23,3,24,22.463530063629154
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=3)",O,0.02,24,3,23,38.44119588534038
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=1)",X,0.48,37,0,13,22.908780097961422
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.48,13,0,37,79.82388536135356
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=2)",X,-0.02,22,5,23,22.99840728441874
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=2)",O,0.02,23,5,22,72.14762290318806
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.14,21,1,28,22.691334962844852
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=3)",O,0.14,28,1,21,65.52810470263162
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.42,35,1,14,23.064820528030396
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.42,14,1,35,109.89680171012878
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,-0.2,19,2,29,23.426474173863724
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,0.2,29,2,19,98.12267700831097
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.08,23,0,27,23.97342157363892
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,0.08,27,0,23,90.62036712964377
